Store,Holidays,Temperature,CPI,Unemployment,Week,Month_Name,Season
10,0,80.11,131.1266667,7.382,17,April,Spring
10,0,77.02,131.136,7.382,18,May,Spring
10,0,76.03,131.1453333,7.382,19,May,Spring
10,0,85.19,131.0983226,7.382,20,May,Spring
10,0,86.03,131.0287742,7.382,21,May,Spring
10,0,80.06,130.9592258,7.382,22,June,Spring
10,0,86.87,130.8896774,7.382,23,June,Spring
10,0,88.58,130.8295333,7.382,24,June,Spring
10,0,89.92,130.7929,7.382,25,June,Spring
10,0,91.36,130.7562667,7.382,26,June,Spring
10,0,86.87,130.7196333,7.17,27,July,Summer
10,0,89.8,130.683,7.17,28,July,Summer
10,0,84.45,130.7012903,7.17,29,July,Summer
10,0,83.98,130.7195806,7.17,30,July,Summer
10,0,84.76,130.737871,7.17,31,August,Summer
10,0,90.78,130.7561613,7.17,32,August,Summer
10,0,88.83,130.7909677,7.17,33,August,Summer
10,0,82.5,130.8381613,7.17,34,August,Summer
10,0,86.97,130.8853548,7.17,35,August,Summer
10,1,83.07,130.9325484,7.17,36,September,Summer
10,0,78.47,130.9776667,7.17,37,September,Summer
10,0,81.93,131.0103333,7.17,38,September,Summer
10,0,82.52,131.043,7.17,39,September,Summer
10,0,80.88,131.0756667,6.943,40,October,Fall
10,0,76.03,131.1083333,6.943,41,October,Fall
10,0,72.71,131.1499677,6.943,42,October,Fall
10,0,70.5,131.1930968,6.943,43,October,Fall
11,0,46.04,214.4248812,7.368,5,February,Winter
11,1,48.01,214.5747916,7.368,6,February,Winter
11,0,48.3,214.6198868,7.368,7,February,Winter
11,0,52.79,214.6475127,7.368,8,February,Winter
11,0,53.96,214.6751386,7.368,9,March,Winter
11,0,64.1,214.7027646,7.368,10,March,Winter
11,0,61.51,214.5301219,7.368,11,March,Winter
11,0,58.09,214.3241011,7.368,12,March,Winter
11,0,66.16,214.1180803,7.343,13,April,Spring
11,0,69.57,213.9120595,7.343,14,April,Spring
11,0,67.81,213.7726889,7.343,15,April,Spring
11,0,68.37,213.7221852,7.343,16,April,Spring
11,0,71.13,213.6716815,7.343,17,April,Spring
11,0,75.57,213.6211778,7.343,18,May,Spring
11,0,77.64,213.6196139,7.343,19,May,Spring
11,0,76.97,213.9116886,7.343,20,May,Spring
11,0,79.69,214.2037634,7.343,21,May,Spring
11,0,79.66,214.4958382,7.343,22,June,Spring
11,0,82.81,214.787913,7.343,23,June,Spring
11,0,84.13,214.7858259,7.343,24,June,Spring
11,0,84.5,214.6660741,7.343,25,June,Spring
11,0,83.09,214.5463222,7.346,26,July,Summer
11,0,83.01,214.4265704,7.346,27,July,Summer
11,0,84.9,214.4176476,7.346,28,July,Summer
11,0,84.57,214.5564968,7.346,29,July,Summer
11,0,83.26,214.695346,7.346,30,July,Summer
11,0,86.54,214.8341952,7.346,31,August,Summer
11,0,87.73,214.9730444,7.346,32,August,Summer
11,0,88.93,214.9314191,7.346,33,August,Summer
11,0,87.7,214.8897938,7.346,34,August,Summer
11,0,84.94,214.8481685,7.346,35,September,Summer
11,1,81.93,214.8065431,7.346,36,September,Summer
11,0,83.04,214.8322484,7.346,37,September,Summer
11,0,77.36,214.9084516,7.346,38,September,Summer
11,0,75.11,214.9846548,7.564,39,October,Fall
11,0,68.71,215.060858,7.564,40,October,Fall
11,0,71.46,215.1293114,7.564,41,October,Fall
11,0,72.6,215.17839,7.564,42,October,Fall
11,0,74.21,215.2274686,7.564,43,October,Fall
11,0,64.41,215.2765472,7.564,44,November,Fall
11,0,63.74,215.3256258,7.564,45,November,Fall
11,0,58.63,215.2074519,7.564,46,November,Fall
11,1,69.9,215.0614025,7.564,47,November,Fall
11,0,55.9,214.9153531,7.564,48,December,Fall
11,0,53.33,214.7693037,7.564,49,December,Fall
11,0,54.63,214.704919,7.564,50,December,Fall
11,0,59.33,214.7017828,7.564,51,December,Fall
11,1,55.03,214.6986466,7.564,52,December,Fall
11,0,54.43,214.6955104,7.551,1,January,Winter
11,0,45.34,214.7470729,7.551,2,January,Winter
11,0,51.51,215.1268275,7.551,3,January,Winter
11,0,51.04,215.5065821,7.551,4,January,Winter
11,0,47.17,215.8863367,7.551,5,February,Winter
11,1,44.61,216.2660913,7.551,6,February,Winter
11,0,61.5,216.5843571,7.551,7,February,Winter
11,0,68.74,216.8780275,7.551,8,February,Winter
11,0,66.5,217.1716979,7.551,9,March,Winter
11,0,63.29,217.4653683,7.551,10,March,Winter
11,0,70.17,217.7235226,7.551,11,March,Winter
11,0,73.74,217.9674705,7.551,12,March,Winter
11,0,69.1,218.2114184,7.574,13,April,Spring
11,0,73.57,218.4553663,7.574,14,April,Spring
11,0,76.64,218.6788642,7.574,15,April,Spring
11,0,78.31,218.851237,7.574,16,April,Spring
11,0,79.97,219.0236099,7.574,17,April,Spring
11,0,71.39,219.1959827,7.574,18,May,Spring
11,0,80.93,219.3683556,7.574,19,May,Spring
11,0,76.97,219.127216,7.574,20,May,Spring
11,0,85.61,218.8860765,7.574,21,May,Spring
11,0,86.14,218.6449369,7.574,22,June,Spring
11,0,85.79,218.4037974,7.574,23,June,Spring
11,0,87.9,218.3551748,7.574,24,June,Spring
11,0,86.13,218.45094,7.574,25,June,Spring
11,0,86.43,218.5467052,7.567,26,July,Summer
11,0,87.17,218.6424704,7.567,27,July,Summer
11,0,88.3,218.7275216,7.567,28,July,Summer
11,0,87.8,218.7857881,7.567,29,July,Summer
11,0,89.46,218.8440545,7.567,30,July,Summer
11,0,90.04,218.9023209,7.567,31,August,Summer
11,0,90.3,218.9605873,7.567,32,August,Summer
11,0,89.51,219.023271,7.567,33,August,Summer
11,0,89.09,219.0866908,7.567,34,August,Summer
11,0,91.44,219.1501106,7.567,35,September,Summer
11,1,84.91,219.2135305,7.567,36,September,Summer
11,0,85.11,219.3972867,7.567,37,September,Summer
11,0,82.14,219.7414914,7.567,38,September,Summer
11,0,84.4,220.085696,7.567,39,September,Summer
11,0,76.97,220.4299007,7.197,40,October,Fall
11,0,75.56,220.7486167,7.197,41,October,Fall
11,0,70.91,220.9144005,7.197,42,October,Fall
11,0,72.66,221.0801842,7.197,43,October,Fall
11,0,61.13,221.245968,7.197,44,November,Fall
11,0,64.2,221.4117517,7.197,45,November,Fall
11,0,66.17,221.6432852,7.197,46,November,Fall
11,1,70.03,221.9011185,7.197,47,November,Fall
11,0,56.89,222.1589519,7.197,48,December,Fall
11,0,50.63,222.4167852,7.197,49,December,Fall
11,0,59.69,222.6426418,7.197,50,December,Fall
11,0,54.29,222.8258628,7.197,51,December,Fall
11,1,48.86,223.0090839,7.197,52,December,Fall
11,0,54.44,223.1923049,6.833,1,January,Winter
11,0,53.1,223.3755259,6.833,2,January,Winter
11,0,56.43,223.4700552,6.833,3,January,Winter
11,0,58.36,223.5645845,6.833,4,January,Winter
11,0,60.24,223.6591137,6.833,5,February,Winter
11,1,52.23,223.753643,6.833,6,February,Winter
11,0,52.77,223.9170153,6.833,7,February,Winter
11,0,61.11,224.1320199,6.833,8,February,Winter
11,0,62.61,224.3470245,6.833,9,March,Winter
11,0,61.44,224.5620291,6.833,10,March,Winter
11,0,64.21,224.7166953,6.833,11,March,Winter
11,0,67.16,224.7909104,6.833,12,March,Winter
11,0,70.23,224.8651254,6.833,13,March,Winter
11,0,74.19,224.9393405,6.664,14,April,Spring
11,0,72.74,225.0135556,6.664,15,April,Spring
11,0,71.97,225.0689541,6.664,16,April,Spring
11,0,73.4,225.1243526,6.664,17,April,Spring
11,0,79.07,225.1797511,6.664,18,May,Spring
11,0,75.13,225.2351496,6.664,19,May,Spring
11,0,72.53,225.2512024,6.664,20,May,Spring
11,0,78.44,225.2515168,6.664,21,May,Spring
11,0,81.67,225.2518313,6.664,22,June,Spring
11,0,82.1,225.2521458,6.664,23,June,Spring
11,0,84.97,225.2644795,6.664,24,June,Spring
11,0,83.26,225.3068615,6.664,25,June,Spring
11,0,87.86,225.3492435,6.664,26,June,Spring
11,0,83.44,225.3916254,6.334,27,July,Summer
11,0,82.46,225.4340074,6.334,28,July,Summer
11,0,82.41,225.4438827,6.334,29,July,Summer
11,0,85.43,225.4537579,6.334,30,July,Summer
11,0,86.94,225.4636332,6.334,31,August,Summer
11,0,86.21,225.4735085,6.334,32,August,Summer
11,0,87.73,225.5558664,6.334,33,August,Summer
11,0,83.17,225.6925864,6.334,34,August,Summer
11,0,86.49,225.8293063,6.334,35,August,Summer
11,1,85.17,225.9660263,6.334,36,September,Summer
11,0,79.61,226.1122067,6.334,37,September,Summer
11,0,73.64,226.3151496,6.334,38,September,Summer
11,0,77.67,226.5180926,6.334,39,September,Summer
11,0,73.37,226.7210356,6.034,40,October,Fall
11,0,69.94,226.9239785,6.034,41,October,Fall
11,0,73.77,226.9688442,6.034,42,October,Fall
11,0,74.26,226.9873637,6.034,43,October,Fall
12,0,89.13,130.7196333,10.926,27,July,Summer
12,0,95.61,130.683,10.926,28,July,Summer
12,0,85.53,130.7012903,10.926,29,July,Summer
12,0,93.47,130.7195806,10.926,30,July,Summer
12,0,88.16,130.737871,10.926,31,August,Summer
12,0,95.91,130.7561613,10.926,32,August,Summer
12,0,94.87,130.7909677,10.926,33,August,Summer
12,0,85.32,130.8381613,10.926,34,August,Summer
12,0,89.78,130.8853548,10.926,35,August,Summer
12,1,88.52,130.9325484,10.926,36,September,Summer
12,0,83.64,130.9776667,10.926,37,September,Summer
12,0,82.97,131.0103333,10.926,38,September,Summer
12,0,81.22,131.043,10.926,39,September,Summer
12,0,81.61,131.0756667,10.199,40,October,Fall
12,0,71.74,131.1083333,10.199,41,October,Fall
12,0,68.66,131.1499677,10.199,42,October,Fall
12,0,65.95,131.1930968,10.199,43,October,Fall
13,0,31.53,126.4420645,8.316,5,February,Winter
13,1,33.16,126.4962581,8.316,6,February,Winter
13,0,35.7,126.5262857,8.316,7,February,Winter
13,0,29.98,126.5522857,8.316,8,February,Winter
13,0,40.65,126.5782857,8.316,9,March,Winter
13,0,37.62,126.6042857,8.316,10,March,Winter
13,0,42.49,126.6066452,8.316,11,March,Winter
13,0,41.48,126.6050645,8.316,12,March,Winter
13,0,42.15,126.6034839,8.107,13,April,Spring
13,0,38.97,126.6019032,8.107,14,April,Spring
13,0,50.39,126.5621,8.107,15,April,Spring
13,0,55.66,126.4713333,8.107,16,April,Spring
13,0,48.33,126.3805667,8.107,17,April,Spring
13,0,44.42,126.2898,8.107,18,May,Spring
13,0,50.15,126.2085484,8.107,19,May,Spring
13,0,57.71,126.1843871,8.107,20,May,Spring
13,0,53.11,126.1602258,8.107,21,May,Spring
13,0,59.85,126.1360645,8.107,22,June,Spring
13,0,65.24,126.1119032,8.107,23,June,Spring
13,0,58.41,126.114,8.107,24,June,Spring
13,0,71.83,126.1266,8.107,25,June,Spring
13,0,78.82,126.1392,7.951,26,July,Summer
13,0,71.33,126.1518,7.951,27,July,Summer
13,0,77.79,126.1498065,7.951,28,July,Summer
13,0,82.27,126.1283548,7.951,29,July,Summer
13,0,78.94,126.1069032,7.951,30,July,Summer
13,0,81.24,126.0854516,7.951,31,August,Summer
13,0,74.93,126.064,7.951,32,August,Summer
13,0,76.34,126.0766452,7.951,33,August,Summer
13,0,75.31,126.0892903,7.951,34,August,Summer
13,0,65.71,126.1019355,7.951,35,September,Summer
13,1,65.74,126.1145806,7.951,36,September,Summer
13,0,66.84,126.1454667,7.951,37,September,Summer
13,0,68.22,126.1900333,7.951,38,September,Summer
13,0,68.74,126.2346,7.795,39,October,Fall
13,0,63.03,126.2791667,7.795,40,October,Fall
13,0,54.12,126.3266774,7.795,41,October,Fall
13,0,56.89,126.3815484,7.795,42,October,Fall
13,0,45.12,126.4364194,7.795,43,October,Fall
13,0,49.96,126.4912903,7.795,44,November,Fall
13,0,42.55,126.5461613,7.795,45,November,Fall
13,0,42.0,126.6072,7.795,46,November,Fall
13,1,28.22,126.6692667,7.795,47,November,Fall
13,0,25.8,126.7313333,7.795,48,December,Fall
13,0,36.78,126.7934,7.795,49,December,Fall
13,0,35.21,126.8794839,7.795,50,December,Fall
13,0,34.9,126.9835806,7.795,51,December,Fall
13,1,26.79,127.0876774,7.795,52,December,Fall
13,0,16.94,127.1917742,7.47,1,January,Winter
13,0,20.6,127.3009355,7.47,2,January,Winter
13,0,34.8,127.4404839,7.47,3,January,Winter
13,0,31.64,127.5800323,7.47,4,January,Winter
13,0,23.35,127.7195806,7.47,5,February,Winter
13,1,30.83,127.859129,7.47,6,February,Winter
13,0,40.85,127.99525,7.47,7,February,Winter
13,0,33.17,128.13,7.47,8,February,Winter
13,0,34.23,128.26475,7.47,9,March,Winter
13,0,41.28,128.3995,7.47,10,March,Winter
13,0,44.69,128.5121935,7.47,11,March,Winter
13,0,42.38,128.6160645,7.47,12,March,Winter
13,0,42.49,128.7199355,7.193,13,April,Spring
13,0,42.75,128.8238065,7.193,14,April,Spring
13,0,41.72,128.9107333,7.193,15,April,Spring
13,0,47.55,128.9553,7.193,16,April,Spring
13,0,43.85,128.9998667,7.193,17,April,Spring
13,0,47.75,129.0444333,7.193,18,May,Spring
13,0,52.4,129.089,7.193,19,May,Spring
13,0,52.12,129.0756774,7.193,20,May,Spring
13,0,54.62,129.0623548,7.193,21,May,Spring
13,0,52.76,129.0490323,7.193,22,June,Spring
13,0,61.39,129.0357097,7.193,23,June,Spring
13,0,63.35,129.0432,7.193,24,June,Spring
13,0,66.38,129.0663,7.193,25,June,Spring
13,0,74.29,129.0894,6.877,26,July,Summer
13,0,77.3,129.1125,6.877,27,July,Summer
13,0,75.59,129.1338387,6.877,28,July,Summer
13,0,78.5,129.1507742,6.877,29,July,Summer
13,0,77.62,129.1677097,6.877,30,July,Summer
13,0,75.56,129.1846452,6.877,31,August,Summer
13,0,75.95,129.2015806,6.877,32,August,Summer
13,0,76.68,129.2405806,6.877,33,August,Summer
13,0,81.53,129.2832581,6.877,34,August,Summer
13,0,77.0,129.3259355,6.877,35,September,Summer
13,1,70.19,129.3686129,6.877,36,September,Summer
13,0,67.54,129.4306,6.877,37,September,Summer
13,0,63.6,129.5183333,6.877,38,September,Summer
13,0,68.28,129.6060667,6.877,39,September,Summer
13,0,60.62,129.6938,6.392,40,October,Fall
13,0,51.74,129.7706452,6.392,41,October,Fall
13,0,54.66,129.7821613,6.392,42,October,Fall
13,0,47.41,129.7936774,6.392,43,October,Fall
13,0,43.51,129.8051935,6.392,44,November,Fall
13,0,33.8,129.8167097,6.392,45,November,Fall
13,0,40.65,129.8268333,6.392,46,November,Fall
13,1,38.89,129.8364,6.392,47,November,Fall
13,0,33.94,129.8459667,6.392,48,December,Fall
13,0,24.82,129.8555333,6.392,49,December,Fall
13,0,27.85,129.8980645,6.392,50,December,Fall
13,0,24.76,129.9845484,6.392,51,December,Fall
13,1,31.53,130.0710323,6.392,52,December,Fall
13,0,33.8,130.1575161,6.104,1,January,Winter
13,0,25.61,130.244,6.104,2,January,Winter
13,0,32.71,130.2792258,6.104,3,January,Winter
13,0,34.32,130.3144516,6.104,4,January,Winter
13,0,31.39,130.3496774,6.104,5,February,Winter
13,1,33.73,130.3849032,6.104,6,February,Winter
13,0,36.57,130.4546207,6.104,7,February,Winter
13,0,35.38,130.5502069,6.104,8,February,Winter
13,0,32.36,130.6457931,6.104,9,March,Winter
13,0,38.24,130.7413793,6.104,10,March,Winter
13,0,52.5,130.8261935,6.104,11,March,Winter
13,0,47.83,130.8966452,6.104,12,March,Winter
13,0,53.2,130.9670968,6.104,13,March,Winter
13,0,48.85,131.0375484,5.965,14,April,Spring
13,0,51.7,131.108,5.965,15,April,Spring
13,0,50.24,131.1173333,5.965,16,April,Spring
13,0,64.8,131.1266667,5.965,17,April,Spring
13,0,54.41,131.136,5.965,18,May,Spring
13,0,56.47,131.1453333,5.965,19,May,Spring
13,0,65.17,131.0983226,5.965,20,May,Spring
13,0,62.39,131.0287742,5.965,21,May,Spring
13,0,61.11,130.9592258,5.965,22,June,Spring
13,0,68.4,130.8896774,5.965,23,June,Spring
13,0,65.97,130.8295333,5.965,24,June,Spring
13,0,72.89,130.7929,5.965,25,June,Spring
13,0,82.0,130.7562667,5.965,26,June,Spring
13,0,79.23,130.7196333,5.765,27,July,Summer
13,0,83.68,130.683,5.765,28,July,Summer
13,0,75.69,130.7012903,5.765,29,July,Summer
13,0,80.42,130.7195806,5.765,30,July,Summer
13,0,81.99,130.737871,5.765,31,August,Summer
13,0,81.69,130.7561613,5.765,32,August,Summer
13,0,79.4,130.7909677,5.765,33,August,Summer
13,0,77.37,130.8381613,5.765,34,August,Summer
13,0,79.18,130.8853548,5.765,35,August,Summer
13,1,70.65,130.9325484,5.765,36,September,Summer
13,0,68.55,130.9776667,5.765,37,September,Summer
13,0,67.96,131.0103333,5.765,38,September,Summer
13,0,64.8,131.043,5.765,39,September,Summer
13,0,61.79,131.0756667,5.621,40,October,Fall
13,0,55.1,131.1083333,5.621,41,October,Fall
13,0,52.06,131.1499677,5.621,42,October,Fall
13,0,46.97,131.1930968,5.621,43,October,Fall
14,0,27.31,181.8711898,8.992,5,February,Winter
14,1,27.73,181.982317,8.992,6,February,Winter
14,0,31.27,182.0347816,8.992,7,February,Winter
14,0,34.89,182.0774691,8.992,8,February,Winter
14,0,37.13,182.1201566,8.992,9,March,Winter
14,0,45.8,182.1628441,8.992,10,March,Winter
14,0,48.79,182.0779857,8.992,11,March,Winter
14,0,54.36,181.9718697,8.992,12,March,Winter
14,0,47.74,181.8657537,8.899,13,April,Spring
14,0,65.45,181.7596377,8.899,14,April,Spring
14,0,54.28,181.6924769,8.899,15,April,Spring
14,0,53.47,181.6772564,8.899,16,April,Spring
14,0,53.15,181.6620359,8.899,17,April,Spring
14,0,70.75,181.6468154,8.899,18,May,Spring
14,0,54.26,181.6612792,8.899,19,May,Spring
14,0,62.62,181.8538486,8.899,20,May,Spring
14,0,69.27,182.0464181,8.899,21,May,Spring
14,0,75.93,182.2389876,8.899,22,June,Spring
14,0,69.71,182.4315571,8.899,23,June,Spring
14,0,72.62,182.4424199,8.899,24,June,Spring
14,0,79.32,182.3806,8.899,25,June,Spring
14,0,76.61,182.3187801,8.743,26,July,Summer
14,0,82.45,182.2569603,8.743,27,July,Summer
14,0,77.84,182.2604411,8.743,28,July,Summer
14,0,81.46,182.3509895,8.743,29,July,Summer
14,0,79.78,182.4415378,8.743,30,July,Summer
14,0,77.17,182.5320862,8.743,31,August,Summer
14,0,78.44,182.6226346,8.743,32,August,Summer
14,0,76.01,182.6165205,8.743,33,August,Summer
14,0,71.36,182.6104063,8.743,34,August,Summer
14,0,78.37,182.6042922,8.743,35,September,Summer
14,1,70.87,182.598178,8.743,36,September,Summer
14,0,66.55,182.622509,8.743,37,September,Summer
14,0,68.59,182.6696737,8.743,38,September,Summer
14,0,70.58,182.7168385,8.724,39,October,Fall
14,0,56.49,182.7640032,8.724,40,October,Fall
14,0,58.61,182.8106203,8.724,41,October,Fall
14,0,53.15,182.8558685,8.724,42,October,Fall
14,0,61.3,182.9011166,8.724,43,October,Fall
14,0,45.65,182.9463648,8.724,44,November,Fall
14,0,46.14,182.9916129,8.724,45,November,Fall
14,0,50.02,182.8989385,8.724,46,November,Fall
14,1,46.15,182.7832769,8.724,47,November,Fall
14,0,40.93,182.6676154,8.724,48,December,Fall
14,0,30.54,182.5519538,8.724,49,December,Fall
14,0,30.51,182.517732,8.724,50,December,Fall
14,0,30.59,182.54459,8.724,51,December,Fall
14,1,29.67,182.5714479,8.724,52,December,Fall
14,0,34.32,182.5983058,8.549,1,January,Winter
14,0,24.78,182.6585782,8.549,2,January,Winter
14,0,30.55,182.9193368,8.549,3,January,Winter
14,0,24.05,183.1800955,8.549,4,January,Winter
14,0,28.73,183.4408542,8.549,5,February,Winter
14,1,30.3,183.7016129,8.549,6,February,Winter
14,0,40.7,183.9371353,8.549,7,February,Winter
14,0,35.78,184.1625632,8.549,8,February,Winter
14,0,38.65,184.3879911,8.549,9,March,Winter
14,0,45.01,184.613419,8.549,10,March,Winter
14,0,46.66,184.809719,8.549,11,March,Winter
14,0,41.76,184.9943679,8.549,12,March,Winter
14,0,37.27,185.1790167,8.521,13,April,Spring
14,0,48.71,185.3636656,8.521,14,April,Spring
14,0,53.69,185.5339821,8.521,15,April,Spring
14,0,53.04,185.6684673,8.521,16,April,Spring
14,0,66.18,185.8029526,8.521,17,April,Spring
14,0,58.21,185.9374378,8.521,18,May,Spring
14,0,60.38,186.0719231,8.521,19,May,Spring
14,0,62.28,185.9661154,8.521,20,May,Spring
14,0,69.7,185.8603077,8.521,21,May,Spring
14,0,76.38,185.7545,8.521,22,June,Spring
14,0,73.88,185.6486923,8.521,23,June,Spring
14,0,69.32,185.6719333,8.521,24,June,Spring
14,0,74.85,185.7919609,8.521,25,June,Spring
14,0,74.04,185.9119885,8.625,26,July,Summer
14,0,77.49,186.032016,8.625,27,July,Summer
14,0,78.47,186.1399808,8.625,28,July,Summer
14,0,82.33,186.2177885,8.625,29,July,Summer
14,0,81.31,186.2955962,8.625,30,July,Summer
14,0,78.22,186.3734038,8.625,31,August,Summer
14,0,77.0,186.4512115,8.625,32,August,Summer
14,0,72.98,186.5093071,8.625,33,August,Summer
14,0,72.55,186.5641172,8.625,34,August,Summer
14,0,70.63,186.6189274,8.625,35,September,Summer
14,1,71.48,186.6737376,8.625,36,September,Summer
14,0,69.17,186.8024,8.625,37,September,Summer
14,0,63.75,187.0295321,8.625,38,September,Summer
14,0,70.66,187.2566641,8.625,39,September,Summer
14,0,55.82,187.4837962,8.523,40,October,Fall
14,0,63.82,187.6917481,8.523,41,October,Fall
14,0,59.6,187.7846197,8.523,42,October,Fall
14,0,51.78,187.8774913,8.523,43,October,Fall
14,0,43.92,187.9703629,8.523,44,November,Fall
14,0,47.65,188.0632345,8.523,45,November,Fall
14,0,51.34,188.1983654,8.523,46,November,Fall
14,1,48.71,188.3504,8.523,47,November,Fall
14,0,50.19,188.5024346,8.523,48,December,Fall
14,0,46.57,188.6544692,8.523,49,December,Fall
14,0,39.93,188.7979349,8.523,50,December,Fall
14,0,42.27,188.9299752,8.523,51,December,Fall
14,1,37.79,189.0620155,8.523,52,December,Fall
14,0,35.88,189.1940558,8.424,1,January,Winter
14,0,41.18,189.3260962,8.424,2,January,Winter
14,0,31.85,189.4214733,8.424,3,January,Winter
14,0,37.93,189.5168505,8.424,4,January,Winter
14,0,42.96,189.6122277,8.424,5,February,Winter
14,1,37.0,189.7076048,8.424,6,February,Winter
14,0,36.85,189.8424834,8.424,7,February,Winter
14,0,42.86,190.0069881,8.424,8,February,Winter
14,0,41.55,190.1714927,8.424,9,March,Winter
14,0,45.52,190.3359973,8.424,10,March,Winter
14,0,50.56,190.4618964,8.424,11,March,Winter
14,0,59.45,190.5363213,8.424,12,March,Winter
14,0,50.04,190.6107463,8.424,13,March,Winter
14,0,49.73,190.6851712,8.567,14,April,Spring
14,0,51.83,190.7595962,8.567,15,April,Spring
14,0,63.13,190.8138013,8.567,16,April,Spring
14,0,53.2,190.8680064,8.567,17,April,Spring
14,0,55.21,190.9222115,8.567,18,May,Spring
14,0,61.24,190.9764167,8.567,19,May,Spring
14,0,66.3,190.9964479,8.567,20,May,Spring
14,0,67.21,191.0028096,8.567,21,May,Spring
14,0,74.48,191.0091712,8.567,22,June,Spring
14,0,64.3,191.0155329,8.567,23,June,Spring
14,0,71.93,191.0299731,8.567,24,June,Spring
14,0,74.22,191.0646096,8.567,25,June,Spring
14,0,75.22,191.0992462,8.567,26,June,Spring
14,0,82.99,191.1338827,8.684,27,July,Summer
14,0,79.97,191.1685192,8.684,28,July,Summer
14,0,78.89,191.1670428,8.684,29,July,Summer
14,0,77.2,191.1655664,8.684,30,July,Summer
14,0,76.58,191.16409,8.684,31,August,Summer
14,0,78.65,191.1626135,8.684,32,August,Summer
14,0,75.71,191.2284919,8.684,33,August,Summer
14,0,72.62,191.3448865,8.684,34,August,Summer
14,0,75.09,191.461281,8.684,35,August,Summer
14,1,75.7,191.5776756,8.684,36,September,Summer
14,0,67.87,191.69985,8.684,37,September,Summer
14,0,65.32,191.8567038,8.684,38,September,Summer
14,0,64.88,192.0135577,8.684,39,September,Summer
14,0,64.89,192.1704115,8.667,40,October,Fall
14,0,54.47,192.3272654,8.667,41,October,Fall
14,0,56.47,192.3308542,8.667,42,October,Fall
14,0,58.85,192.3088989,8.667,43,October,Fall
15,0,19.83,131.5279032,8.35,5,February,Winter
15,1,22.0,131.5866129,8.35,6,February,Winter
15,0,27.54,131.637,8.35,7,February,Winter
15,0,29.87,131.686,8.35,8,February,Winter
15,0,31.79,131.735,8.35,9,March,Winter
15,0,41.39,131.784,8.35,10,March,Winter
15,0,44.69,131.8242903,8.35,11,March,Winter
15,0,39.53,131.863129,8.35,12,March,Winter
15,0,45.27,131.9019677,8.185,13,April,Spring
15,0,57.77,131.9408065,8.185,14,April,Spring
15,0,49.63,131.9809,8.185,15,April,Spring
15,0,46.54,132.0226667,8.185,16,April,Spring
15,0,49.09,132.0644333,8.185,17,April,Spring
15,0,63.16,132.1062,8.185,18,May,Spring
15,0,47.13,132.152129,8.185,19,May,Spring
15,0,59.09,132.2230323,8.185,20,May,Spring
15,0,70.61,132.2939355,8.185,21,May,Spring
15,0,69.99,132.3648387,8.185,22,June,Spring
15,0,61.04,132.4357419,8.185,23,June,Spring
15,0,65.83,132.4733333,8.185,24,June,Spring
15,0,72.79,132.4976,8.185,25,June,Spring
15,0,66.13,132.5218667,8.099,26,July,Summer
15,0,77.33,132.5461333,8.099,27,July,Summer
15,0,72.83,132.5667742,8.099,28,July,Summer
15,0,73.2,132.5825806,8.099,29,July,Summer
15,0,72.04,132.5983871,8.099,30,July,Summer
15,0,72.7,132.6141935,8.099,31,August,Summer
15,0,72.17,132.63,8.099,32,August,Summer
15,0,71.1,132.6616129,8.099,33,August,Summer
15,0,65.07,132.6932258,8.099,34,August,Summer
15,0,73.17,132.7248387,8.099,35,September,Summer
15,1,62.36,132.7564516,8.099,36,September,Summer
15,0,57.94,132.7670667,8.099,37,September,Summer
15,0,62.53,132.7619333,8.099,38,September,Summer
15,0,59.69,132.7568,8.067,39,October,Fall
15,0,52.19,132.7516667,8.067,40,October,Fall
15,0,49.96,132.7633548,8.067,41,October,Fall
15,0,47.1,132.8170968,8.067,42,October,Fall
15,0,55.09,132.8708387,8.067,43,October,Fall
15,0,40.29,132.9245806,8.067,44,November,Fall
15,0,39.63,132.9783226,8.067,45,November,Fall
15,0,44.1,132.9172,8.067,46,November,Fall
15,1,40.71,132.8369333,8.067,47,November,Fall
15,0,36.0,132.7566667,8.067,48,December,Fall
15,0,23.97,132.6764,8.067,49,December,Fall
15,0,25.3,132.6804516,8.067,50,December,Fall
15,0,25.07,132.7477419,8.067,51,December,Fall
15,1,26.54,132.8150323,8.067,52,December,Fall
15,0,30.53,132.8823226,7.771,1,January,Winter
15,0,19.53,132.9510645,7.771,2,January,Winter
15,0,21.84,133.0285161,7.771,3,January,Winter
15,0,19.61,133.1059677,7.771,4,January,Winter
15,0,20.69,133.1834194,7.771,5,February,Winter
15,1,21.64,133.260871,7.771,6,February,Winter
15,0,33.06,133.3701429,7.771,7,February,Winter
15,0,20.87,133.4921429,7.771,8,February,Winter
15,0,28.16,133.6141429,7.771,9,March,Winter
15,0,34.27,133.7361429,7.771,10,March,Winter
15,0,40.23,133.8492258,7.771,11,March,Winter
15,0,32.63,133.9587419,7.771,12,March,Winter
15,0,30.34,134.0682581,7.658,13,April,Spring
15,0,40.94,134.1777742,7.658,14,April,Spring
15,0,48.63,134.2784667,7.658,15,April,Spring
15,0,41.37,134.3571,7.658,16,April,Spring
15,0,55.46,134.4357333,7.658,17,April,Spring
15,0,49.87,134.5143667,7.658,18,May,Spring
15,0,57.07,134.593,7.658,19,May,Spring
15,0,57.19,134.6803871,7.658,20,May,Spring
